Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
G776,0.544,0.501,0.6151,0.0819,0,2.29E-02
G779,0.544,0.505,0.6155,0.082,0,2.29E-02
G782,0.544,0.501,0.6124,0.0816,0,2.29E-02
G785,0.544,0.501,0.6122,0.0815,0,2.29E-02
G788,0.544,0.501,0.6175,0.0822,0,2.29E-02
G791,0.544,0.495,0.6118,0.0815,0,2.29E-02
G794,0.544,0.744,0.4311,0.0574,0,2.29E-02
G797,0.544,0.75,0.4297,0.0572,0,2.29E-02
G800,0.544,0.749,0.4241,0.0565,0,2.29E-02
G803,0.544,0.751,0.4242,0.0565,0,2.29E-02
G806,0.544,0.748,0.4278,0.057,0,2.29E-02
G809,0.544,0.749,0.4258,0.0567,0,2.29E-02
G812,0.544,0.75,0.423,0.0563,0,2.29E-02
G815,0.544,0.752,0.4237,0.0564,0,2.29E-02
G818,0.243,0.752,0.4247,0.0253,0,4.58E-03
G819,0.243,0.753,0.4242,0.0253,0,4.58E-03
G820,0.243,0.746,0.4292,0.0256,0,4.58E-03
G821,0.243,0.752,0.4268,0.0254,0,4.58E-03
G822,0.243,0.753,0.4217,0.0251,0,4.58E-03
G823,0.243,0.749,0.4303,0.0256,0,4.58E-03
G824,0.243,0.757,0.4197,0.025,0,4.58E-03
G825,0.243,0.745,0.4279,0.0255,0,4.58E-03
G826,0.243,0.747,0.4293,0.0256,0,4.58E-03
G827,0.243,0.751,0.4286,0.0255,0,4.58E-03
G828,0.243,0.75,0.4279,0.0255,0,4.58E-03
G829,0.243,0.75,0.4237,0.0253,0,4.58E-03
G830,0.243,0.753,0.4256,0.0254,0,4.58E-03
G831,0.243,0.749,0.4286,0.0255,0,4.58E-03
G832,0.243,0.748,0.4245,0.0253,0,4.58E-03
G833,0.243,0.753,0.4298,0.0256,0,4.58E-03
G834,2.362,0.495,0.7462,0.4319,0,4.32E-01
G847,2.362,0.502,0.7473,0.4325,0,4.32E-01
G860,2.801,0.498,0.7456,0.5116,0,6.07E-01
G873,2.801,0.498,0.7463,0.5121,0,6.07E-01
G886,2.362,0.5,0.7467,0.4321,0,4.32E-01
G899,2.801,0.499,0.7467,0.5123,0,6.07E-01
G912,2.801,0.498,0.748,0.5133,0,6.07E-01
G925,2.362,0.501,0.7532,0.4359,0,4.32E-01
G938,1.203,0.505,0.7462,0.2199,0,1.12E-01
G939,1.203,0.498,0.7473,0.2202,0,1.12E-01
G940,1.565,0.502,0.7456,0.2859,0,1.89E-01
G943,1.565,0.502,0.7463,0.2861,0,1.89E-01
G950,1.203,0.5,0.7467,0.22,0,1.12E-01
G951,1.565,0.501,0.7467,0.2863,0,1.89E-01
G953,1.565,0.502,0.748,0.2868,0,1.89E-01
G954,1.203,0.499,0.7532,0.2219,0,1.12E-01
G978,0.243,0.063,0.1982,0.0118,0,4.58E-03
G979,0.243,0.064,0.2042,0.0122,0,4.58E-03
G980,0.243,0.064,0.2018,0.012,0,4.58E-03
G981,0.243,0.063,0.1967,0.0117,0,4.58E-03
G982,0.243,0.064,0.2025,0.0121,0,4.58E-03
G983,0.243,0.062,0.196,0.0117,0,4.58E-03
G984,0.243,0.064,0.1996,0.0119,0,4.58E-03
G985,0.243,0.062,0.1974,0.0118,0,4.58E-03
G986,1.203,0.254,0.631,0.1859,0,1.12E-01
G991,1.203,0.252,0.627,0.1848,0,1.12E-01
G996,1.203,0.017,0.0552,0.0163,0,1.12E-01
n_74,0.544,0.251,0.6064,0.0808,0,2.29E-02
n_76,0.544,0.249,0.6072,0.0809,0,2.29E-02
n_78,0.544,0.247,0.602,0.0802,0,2.29E-02
n_80,0.544,0.255,0.6131,0.0816,0,2.29E-02
N0,0.243,0.25,0.1004,0.006,0,4.58E-03
N1,0.243,0.244,0.0979,0.0058,0,4.58E-03
N10,0.243,0.256,0.0966,0.0058,0,4.58E-03
N100,0.243,0.508,0.1906,0.0114,0,4.58E-03
N101,0.243,0.504,0.19,0.0113,0,4.58E-03
N102,0.243,0.505,0.189,0.0113,0,4.58E-03
N103,0.243,0.503,0.1856,0.0111,0,4.58E-03
N104,0.243,0.498,0.1891,0.0113,0,4.58E-03
N105,0.243,0.505,0.1928,0.0115,0,4.58E-03
N106,0.243,0.505,0.1885,0.0112,0,4.58E-03
N107,0.243,0.496,0.1916,0.0114,0,4.58E-03
N108,0.243,0.507,0.1884,0.0112,0,4.58E-03
N109,0.243,0.501,0.191,0.0114,0,4.58E-03
N11,0.243,0.249,0.0973,0.0058,0,4.58E-03
N110,0.243,0.506,0.1917,0.0114,0,4.58E-03
N111,0.243,0.499,0.1882,0.0112,0,4.58E-03
N112,0.243,0.498,0.1886,0.0112,0,4.58E-03
N113,0.243,0.496,0.1882,0.0112,0,4.58E-03
N114,0.243,0.497,0.1929,0.0115,0,4.58E-03
N115,0.243,0.503,0.1915,0.0114,0,4.58E-03
N116,0.243,0.5,0.1894,0.0113,0,4.58E-03
N117,0.243,0.505,0.1881,0.0112,0,4.58E-03
N118,0.243,0.494,0.1896,0.0113,0,4.58E-03
N119,0.243,0.513,0.186,0.0111,0,4.58E-03
N12,0.243,0.259,0.0986,0.0059,0,4.58E-03
N120,0.243,0.493,0.1906,0.0114,0,4.58E-03
N121,0.243,0.509,0.1892,0.0113,0,4.58E-03
N122,0.243,0.502,0.1889,0.0113,0,4.58E-03
N123,0.243,0.524,0.1911,0.0114,0,4.58E-03
N124,0.243,0.496,0.1883,0.0112,0,4.58E-03
N125,0.243,0.498,0.1901,0.0113,0,4.58E-03
N126,0.243,0.51,0.1964,0.0117,0,4.58E-03
N127,0.243,0.501,0.1909,0.0114,0,4.58E-03
N128,0.243,0.253,0.1863,0.0111,0,4.58E-03
N129,0.243,0.241,0.1768,0.0105,0,4.58E-03
N13,0.243,0.242,0.0964,0.0057,0,4.58E-03
N130,0.243,0.243,0.1797,0.0107,0,4.58E-03
N131,0.243,0.248,0.1753,0.0104,0,4.58E-03
N132,0.243,0.246,0.1794,0.0107,0,4.58E-03
N133,0.243,0.25,0.1789,0.0107,0,4.58E-03
N134,0.243,0.243,0.1757,0.0105,0,4.58E-03
N135,0.243,0.243,0.1783,0.0106,0,4.58E-03
N136,0.243,0.251,0.1786,0.0106,0,4.58E-03
N137,0.243,0.248,0.1827,0.0109,0,4.58E-03
N138,0.243,0.249,0.1772,0.0106,0,4.58E-03
N139,0.243,0.251,0.1771,0.0106,0,4.58E-03
N14,0.243,0.257,0.0997,0.0059,0,4.58E-03
N140,0.243,0.246,0.1804,0.0107,0,4.58E-03
N141,0.243,0.237,0.1748,0.0104,0,4.58E-03
N142,0.243,0.254,0.1812,0.0108,0,4.58E-03
N143,0.243,0.245,0.1837,0.011,0,4.58E-03
N144,0.243,0.256,0.1844,0.011,0,4.58E-03
N145,0.243,0.247,0.179,0.0107,0,4.58E-03
N146,0.243,0.242,0.1782,0.0106,0,4.58E-03
N147,0.243,0.254,0.1844,0.011,0,4.58E-03
N148,0.243,0.249,0.1803,0.0107,0,4.58E-03
N149,0.243,0.253,0.1839,0.011,0,4.58E-03
N15,0.243,0.249,0.0962,0.0057,0,4.58E-03
N150,0.243,0.247,0.1768,0.0105,0,4.58E-03
N151,0.243,0.249,0.18,0.0107,0,4.58E-03
N152,0.243,0.256,0.1815,0.0108,0,4.58E-03
N153,0.243,0.249,0.1827,0.0109,0,4.58E-03
N154,0.243,0.246,0.1782,0.0106,0,4.58E-03
N155,0.243,0.254,0.1837,0.011,0,4.58E-03
N156,0.243,0.25,0.1795,0.0107,0,4.58E-03
N157,0.243,0.256,0.1817,0.0108,0,4.58E-03
N158,0.243,0.251,0.1796,0.0107,0,4.58E-03
N159,0.243,0.258,0.182,0.0108,0,4.58E-03
N16,0.243,0.258,0.0994,0.0059,0,4.58E-03
N160,0.243,0.25,0.1796,0.0107,0,4.58E-03
N161,0.243,0.253,0.1812,0.0108,0,4.58E-03
N162,0.243,0.254,0.183,0.0109,0,4.58E-03
N163,0.243,0.249,0.1827,0.0109,0,4.58E-03
N164,0.243,0.252,0.1832,0.0109,0,4.58E-03
N165,0.243,0.246,0.1767,0.0105,0,4.58E-03
N166,0.243,0.256,0.1849,0.011,0,4.58E-03
N167,0.243,0.236,0.172,0.0103,0,4.58E-03
N168,0.243,0.261,0.1832,0.0109,0,4.58E-03
N169,0.243,0.244,0.1789,0.0107,0,4.58E-03
N17,0.243,0.252,0.0976,0.0058,0,4.58E-03
N170,0.243,0.262,0.1843,0.011,0,4.58E-03
N171,0.243,0.239,0.1785,0.0106,0,4.58E-03
N172,0.243,0.25,0.1795,0.0107,0,4.58E-03
N173,0.243,0.247,0.1803,0.0107,0,4.58E-03
N174,0.243,0.245,0.1856,0.0111,0,4.58E-03
N175,0.243,0.254,0.1824,0.0109,0,4.58E-03
N176,0.243,0.497,0.3437,0.0205,0,4.58E-03
N177,0.243,0.504,0.3436,0.0205,0,4.58E-03
N178,0.243,0.499,0.3436,0.0205,0,4.58E-03
N179,0.243,0.504,0.3395,0.0202,0,4.58E-03
N18,0.243,0.247,0.0976,0.0058,0,4.58E-03
N180,0.243,0.495,0.3464,0.0206,0,4.58E-03
N181,0.243,0.501,0.3421,0.0204,0,4.58E-03
N182,0.243,0.494,0.3421,0.0204,0,4.58E-03
N183,0.243,0.491,0.3432,0.0205,0,4.58E-03
N184,0.243,0.497,0.3447,0.0205,0,4.58E-03
N185,0.243,0.497,0.3471,0.0207,0,4.58E-03
N186,0.243,0.502,0.3415,0.0204,0,4.58E-03
N187,0.243,0.508,0.3388,0.0202,0,4.58E-03
N188,0.243,0.495,0.3445,0.0205,0,4.58E-03
N189,0.243,0.499,0.3448,0.0206,0,4.58E-03
N19,0.243,0.244,0.0973,0.0058,0,4.58E-03
N190,0.243,0.503,0.3409,0.0203,0,4.58E-03
N191,0.243,0.501,0.3507,0.0209,0,4.58E-03
N192,0.243,0.249,0.3126,0.0186,0,4.58E-03
N193,0.243,0.249,0.3175,0.0189,0,4.58E-03
N194,0.243,0.253,0.3165,0.0189,0,4.58E-03
N195,0.243,0.246,0.3131,0.0187,0,4.58E-03
N196,0.243,0.253,0.3184,0.019,0,4.58E-03
N197,0.243,0.258,0.3219,0.0192,0,4.58E-03
N198,0.243,0.257,0.3198,0.0191,0,4.58E-03
N199,0.243,0.253,0.315,0.0188,0,4.58E-03
N2,0.243,0.261,0.0988,0.0059,0,4.58E-03
N20,0.243,0.244,0.0984,0.0059,0,4.58E-03
N200,0.243,0.254,0.3177,0.0189,0,4.58E-03
N201,0.243,0.247,0.3127,0.0186,0,4.58E-03
N202,0.243,0.253,0.3134,0.0187,0,4.58E-03
N203,0.243,0.247,0.3101,0.0185,0,4.58E-03
N204,0.243,0.25,0.3145,0.0187,0,4.58E-03
N205,0.243,0.248,0.3149,0.0188,0,4.58E-03
N206,0.243,0.25,0.3118,0.0186,0,4.58E-03
N207,0.243,0.25,0.3133,0.0187,0,4.58E-03
N208,0.243,0.252,0.3159,0.0188,0,4.58E-03
N209,0.243,0.247,0.3107,0.0185,0,4.58E-03
N21,0.243,0.252,0.0979,0.0058,0,4.58E-03
N210,0.243,0.248,0.3127,0.0186,0,4.58E-03
N211,0.243,0.25,0.3148,0.0188,0,4.58E-03
N212,0.243,0.248,0.3127,0.0186,0,4.58E-03
N213,0.243,0.249,0.3157,0.0188,0,4.58E-03
N214,0.243,0.246,0.3102,0.0185,0,4.58E-03
N215,0.243,0.255,0.316,0.0188,0,4.58E-03
N216,0.243,0.499,0.5693,0.0339,0,4.58E-03
N217,0.243,0.5,0.567,0.0338,0,4.58E-03
N218,0.243,0.502,0.5724,0.0341,0,4.58E-03
N219,0.243,0.5,0.5687,0.0339,0,4.58E-03
N22,0.243,0.243,0.097,0.0058,0,4.58E-03
N220,0.243,0.501,0.5685,0.0339,0,4.58E-03
N221,0.243,0.501,0.5702,0.034,0,4.58E-03
N222,0.243,0.503,0.5703,0.034,0,4.58E-03
N223,0.243,0.499,0.5696,0.0339,0,4.58E-03
N224,0.243,0.122,0.1754,0.0105,0,4.58E-03
N225,0.243,0.129,0.1815,0.0108,0,4.58E-03
N226,0.243,0.129,0.185,0.011,0,4.58E-03
N227,0.243,0.129,0.1852,0.011,0,4.58E-03
N228,0.243,0.125,0.1785,0.0106,0,4.58E-03
N229,0.243,0.13,0.1823,0.0109,0,4.58E-03
N23,0.243,0.249,0.0949,0.0057,0,4.58E-03
N230,0.243,0.121,0.1719,0.0102,0,4.58E-03
N231,0.243,0.128,0.1775,0.0106,0,4.58E-03
N232,0.243,0.126,0.1774,0.0106,0,4.58E-03
N233,0.243,0.377,0.4617,0.0275,0,4.58E-03
N234,0.243,0.128,0.1825,0.0109,0,4.58E-03
N235,0.243,0.37,0.4565,0.0272,0,4.58E-03
N236,0.243,0.133,0.1883,0.0112,0,4.58E-03
N237,0.243,0.368,0.4554,0.0271,0,4.58E-03
N238,0.243,0.132,0.1873,0.0112,0,4.58E-03
N239,0.243,0.373,0.4558,0.0272,0,4.58E-03
N24,0.243,0.241,0.0963,0.0057,0,4.58E-03
N240,0.243,0.124,0.1773,0.0106,0,4.58E-03
N241,0.243,0.377,0.4627,0.0276,0,4.58E-03
N242,0.243,0.13,0.1822,0.0109,0,4.58E-03
N243,0.243,0.37,0.4573,0.0273,0,4.58E-03
N244,0.243,0.124,0.1733,0.0103,0,4.58E-03
N245,0.243,0.377,0.4712,0.0281,0,4.58E-03
N246,0.243,0.124,0.1772,0.0106,0,4.58E-03
N247,0.243,0.371,0.4619,0.0275,0,4.58E-03
N248,0.243,0.497,0.6087,0.0363,0,4.58E-03
N249,0.243,0.502,0.6112,0.0364,0,4.58E-03
N25,0.243,0.261,0.0962,0.0057,0,4.58E-03
N250,0.243,0.499,0.6151,0.0367,0,4.58E-03
N251,0.243,0.495,0.6155,0.0367,0,4.58E-03
N252,0.243,0.499,0.6124,0.0365,0,4.58E-03
N253,0.243,0.499,0.6122,0.0365,0,4.58E-03
N254,0.243,0.499,0.6175,0.0368,0,4.58E-03
N255,0.243,0.505,0.6118,0.0365,0,4.58E-03
N256,0.243,0.256,0.4311,0.0257,0,4.58E-03
N257,0.243,0.25,0.4297,0.0256,0,4.58E-03
N258,0.243,0.251,0.4241,0.0253,0,4.58E-03
N259,0.243,0.249,0.4242,0.0253,0,4.58E-03
N26,0.243,0.256,0.0986,0.0059,0,4.58E-03
N260,0.243,0.252,0.4278,0.0255,0,4.58E-03
N261,0.243,0.251,0.4258,0.0254,0,4.58E-03
N262,0.243,0.25,0.423,0.0252,0,4.58E-03
N263,0.243,0.248,0.4237,0.0253,0,4.58E-03
N264,0.243,0.248,0.4247,0.0253,0,4.58E-03
N265,0.243,0.247,0.4242,0.0253,0,4.58E-03
N266,0.243,0.254,0.4292,0.0256,0,4.58E-03
N267,0.243,0.248,0.4268,0.0254,0,4.58E-03
N268,0.243,0.247,0.4217,0.0251,0,4.58E-03
N269,0.243,0.251,0.4303,0.0256,0,4.58E-03
N27,0.243,0.265,0.0968,0.0058,0,4.58E-03
N270,0.243,0.243,0.4197,0.025,0,4.58E-03
N271,0.243,0.255,0.4279,0.0255,0,4.58E-03
N272,0.243,0.253,0.4293,0.0256,0,4.58E-03
N273,0.243,0.249,0.4286,0.0255,0,4.58E-03
N274,0.243,0.25,0.4279,0.0255,0,4.58E-03
N275,0.243,0.25,0.4237,0.0253,0,4.58E-03
N276,0.243,0.247,0.4256,0.0254,0,4.58E-03
N277,0.243,0.251,0.4286,0.0255,0,4.58E-03
N278,0.243,0.252,0.4245,0.0253,0,4.58E-03
N279,0.243,0.247,0.4298,0.0256,0,4.58E-03
N28,0.243,0.25,0.0966,0.0058,0,4.58E-03
N280,0.243,0.505,0.7462,0.0445,0,4.58E-03
N281,0.243,0.498,0.7473,0.0445,0,4.58E-03
N282,0.243,0.502,0.7456,0.0444,0,4.58E-03
N283,0.243,0.502,0.7463,0.0445,0,4.58E-03
N284,0.243,0.5,0.7467,0.0445,0,4.58E-03
N285,0.243,0.501,0.7467,0.0445,0,4.58E-03
N286,0.243,0.502,0.748,0.0446,0,4.58E-03
N287,0.243,0.499,0.7532,0.0449,0,4.58E-03
N288,0.243,0.002,0.0069,0.0004,0,4.58E-03
N289,0.243,0.002,0.0071,0.0004,0,4.58E-03
N29,0.243,0.237,0.094,0.0056,0,4.58E-03
N290,0.243,0.002,0.0063,0.0004,0,4.58E-03
N291,0.243,0.002,0.007,0.0004,0,4.58E-03
N292,0.243,0.002,0.0066,0.0004,0,4.58E-03
N293,0.243,0.002,0.0067,0.0004,0,4.58E-03
N294,0.243,0.002,0.0079,0.0005,0,4.58E-03
N295,0.243,0.002,0.0073,0.0004,0,4.58E-03
N296,0.243,0.002,0.0064,0.0004,0,4.58E-03
N297,0.243,0.002,0.0067,0.0004,0,4.58E-03
N298,0.243,0.002,0.0072,0.0004,0,4.58E-03
N299,0.243,0.002,0.0067,0.0004,0,4.58E-03
N3,0.243,0.249,0.0976,0.0058,0,4.58E-03
N30,0.243,0.256,0.0999,0.006,0,4.58E-03
N300,0.243,0.002,0.0056,0.0003,0,4.58E-03
N301,0.243,0.002,0.0068,0.0004,0,4.58E-03
N302,0.243,0.002,0.0061,0.0004,0,4.58E-03
N303,0.243,0.002,0.0064,0.0004,0,4.58E-03
N304,0.243,0.002,0.007,0.0004,0,4.58E-03
N305,0.243,0.002,0.0079,0.0005,0,4.58E-03
N306,0.243,0.002,0.0067,0.0004,0,4.58E-03
N307,0.243,0.002,0.007,0.0004,0,4.58E-03
N308,0.243,0.002,0.0071,0.0004,0,4.58E-03
N309,0.243,0.002,0.0068,0.0004,0,4.58E-03
N31,0.243,0.254,0.0977,0.0058,0,4.58E-03
N310,0.243,0.002,0.0055,0.0003,0,4.58E-03
N311,0.243,0.002,0.0071,0.0004,0,4.58E-03
N312,0.243,0.002,0.0067,0.0004,0,4.58E-03
N313,0.243,0.002,0.0068,0.0004,0,4.58E-03
N314,0.243,0.002,0.0062,0.0004,0,4.58E-03
N315,0.243,0.002,0.008,0.0005,0,4.58E-03
N316,0.243,0.002,0.0064,0.0004,0,4.58E-03
N317,0.243,0.002,0.0057,0.0003,0,4.58E-03
N318,0.243,0.002,0.0075,0.0004,0,4.58E-03
N319,0.243,0.002,0.0081,0.0005,0,4.58E-03
N32,0.243,0.262,0.0987,0.0059,0,4.58E-03
N320,0.243,0.509,0.1051,0.0063,0,4.58E-03
N321,0.243,0.002,0.008,0.0005,0,4.58E-03
N322,0.243,0.495,0.1069,0.0064,0,4.58E-03
N323,0.243,0.002,0.0068,0.0004,0,4.58E-03
N324,0.243,0.491,0.1065,0.0063,0,4.58E-03
N325,0.243,0.002,0.0079,0.0005,0,4.58E-03
N326,0.243,0.493,0.106,0.0063,0,4.58E-03
N327,0.243,0.002,0.0066,0.0004,0,4.58E-03
N328,0.243,0.504,0.106,0.0063,0,4.58E-03
N329,0.243,0.002,0.0065,0.0004,0,4.58E-03
N33,0.243,0.248,0.0966,0.0058,0,4.58E-03
N330,0.243,0.498,0.1066,0.0064,0,4.58E-03
N331,0.243,0.002,0.0059,0.0004,0,4.58E-03
N332,0.243,0.494,0.1059,0.0063,0,4.58E-03
N333,0.243,0.002,0.0067,0.0004,0,4.58E-03
N334,0.243,0.494,0.1078,0.0064,0,4.58E-03
N335,0.243,0.002,0.0067,0.0004,0,4.58E-03
N336,0.243,0.495,0.1057,0.0063,0,4.58E-03
N337,0.243,0.002,0.0071,0.0004,0,4.58E-03
N338,0.243,0.486,0.1057,0.0063,0,4.58E-03
N339,0.243,0.002,0.0074,0.0004,0,4.58E-03
N34,0.243,0.248,0.0989,0.0059,0,4.58E-03
N340,0.243,0.501,0.1072,0.0064,0,4.58E-03
N341,0.243,0.002,0.0065,0.0004,0,4.58E-03
N342,0.243,0.488,0.1053,0.0063,0,4.58E-03
N343,0.243,0.002,0.0068,0.0004,0,4.58E-03
N344,0.243,0.509,0.1033,0.0062,0,4.58E-03
N345,0.243,0.002,0.0063,0.0004,0,4.58E-03
N346,0.243,0.496,0.1069,0.0064,0,4.58E-03
N347,0.243,0.002,0.0065,0.0004,0,4.58E-03
N348,0.243,0.495,0.1038,0.0062,0,4.58E-03
N349,0.243,0.003,0.0083,0.0005,0,4.58E-03
N35,0.243,0.252,0.0982,0.0059,0,4.58E-03
N350,0.243,0.493,0.1031,0.0061,0,4.58E-03
N351,0.243,0.002,0.0065,0.0004,0,4.58E-03
N352,0.243,0.493,0.1046,0.0062,0,4.58E-03
N353,0.243,0.002,0.0071,0.0004,0,4.58E-03
N354,0.243,0.495,0.1064,0.0063,0,4.58E-03
N355,0.243,0.002,0.0054,0.0003,0,4.58E-03
N356,0.243,0.506,0.1069,0.0064,0,4.58E-03
N357,0.243,0.002,0.0068,0.0004,0,4.58E-03
N358,0.243,0.494,0.1071,0.0064,0,4.58E-03
N359,0.243,0.002,0.0062,0.0004,0,4.58E-03
N36,0.243,0.245,0.0986,0.0059,0,4.58E-03
N360,0.243,0.492,0.1063,0.0063,0,4.58E-03
N361,0.243,0.002,0.007,0.0004,0,4.58E-03
N362,0.243,0.511,0.1043,0.0062,0,4.58E-03
N363,0.243,0.002,0.0068,0.0004,0,4.58E-03
N364,0.243,0.494,0.1023,0.0061,0,4.58E-03
N365,0.243,0.002,0.0077,0.0005,0,4.58E-03
N366,0.243,0.505,0.1107,0.0066,0,4.58E-03
N367,0.243,0.762,0.0966,0.0058,0,4.58E-03
N368,0.243,0.502,0.1044,0.0062,0,4.58E-03
N369,0.243,0.002,0.0067,0.0004,0,4.58E-03
N37,0.243,0.238,0.0966,0.0058,0,4.58E-03
N370,0.243,0.505,0.1044,0.0062,0,4.58E-03
N371,0.243,0.002,0.0067,0.0004,0,4.58E-03
N372,0.243,0.481,0.1067,0.0064,0,4.58E-03
N373,0.243,0.002,0.0063,0.0004,0,4.58E-03
N374,0.243,0.497,0.107,0.0064,0,4.58E-03
N375,0.243,0.002,0.0068,0.0004,0,4.58E-03
N376,0.243,0.507,0.1057,0.0063,0,4.58E-03
N377,0.243,0.002,0.0076,0.0005,0,4.58E-03
N378,0.243,0.498,0.1071,0.0064,0,4.58E-03
N379,0.243,0.002,0.0077,0.0005,0,4.58E-03
N38,0.243,0.247,0.095,0.0057,0,4.58E-03
N380,0.243,0.491,0.1051,0.0063,0,4.58E-03
N381,0.243,0.002,0.0067,0.0004,0,4.58E-03
N382,0.243,0.504,0.1082,0.0064,0,4.58E-03
N383,0.243,0.002,0.0063,0.0004,0,4.58E-03
N384,0.243,0.488,0.1121,0.0067,0,4.58E-03
N385,0.243,0.503,0.1131,0.0067,0,4.58E-03
N386,0.243,0.507,0.1136,0.0068,0,4.58E-03
N387,0.243,0.505,0.1119,0.0067,0,4.58E-03
N388,0.243,0.494,0.1114,0.0066,0,4.58E-03
N389,0.243,0.5,0.1117,0.0067,0,4.58E-03
N39,0.243,0.247,0.1006,0.006,0,4.58E-03
N390,0.243,0.504,0.112,0.0067,0,4.58E-03
N391,0.243,0.504,0.1135,0.0068,0,4.58E-03
N392,0.243,0.503,0.1117,0.0067,0,4.58E-03
N393,0.243,0.512,0.1125,0.0067,0,4.58E-03
N394,0.243,0.497,0.113,0.0067,0,4.58E-03
N395,0.243,0.51,0.1107,0.0066,0,4.58E-03
N396,0.243,0.489,0.1089,0.0065,0,4.58E-03
N397,0.243,0.502,0.1126,0.0067,0,4.58E-03
N398,0.243,0.503,0.1115,0.0066,0,4.58E-03
N399,0.243,0.505,0.1089,0.0065,0,4.58E-03
N4,0.243,0.246,0.0952,0.0057,0,4.58E-03
N40,0.243,0.251,0.0984,0.0059,0,4.58E-03
N400,0.243,0.505,0.111,0.0066,0,4.58E-03
N401,0.243,0.504,0.1111,0.0066,0,4.58E-03
N402,0.243,0.492,0.1129,0.0067,0,4.58E-03
N403,0.243,0.504,0.1124,0.0067,0,4.58E-03
N404,0.243,0.506,0.1124,0.0067,0,4.58E-03
N405,0.243,0.487,0.1105,0.0066,0,4.58E-03
N406,0.243,0.503,0.1088,0.0065,0,4.58E-03
N407,0.243,0.494,0.1152,0.0069,0,4.58E-03
N408,0.243,0.496,0.1105,0.0066,0,4.58E-03
N409,0.243,0.493,0.1105,0.0066,0,4.58E-03
N41,0.243,0.241,0.0967,0.0058,0,4.58E-03
N410,0.243,0.517,0.1122,0.0067,0,4.58E-03
N411,0.243,0.501,0.1133,0.0068,0,4.58E-03
N412,0.243,0.491,0.1123,0.0067,0,4.58E-03
N413,0.243,0.5,0.1139,0.0068,0,4.58E-03
N414,0.243,0.507,0.1109,0.0066,0,4.58E-03
N415,0.243,0.494,0.1136,0.0068,0,4.58E-03
N416,0.243,0.269,0.0752,0.0045,0,4.58E-03
N417,0.243,0.269,0.0752,0.0045,0,4.58E-03
N42,0.243,0.254,0.0993,0.0059,0,4.58E-03
N43,0.243,0.242,0.0958,0.0057,0,4.58E-03
N44,0.243,0.254,0.0997,0.0059,0,4.58E-03
N45,0.243,0.241,0.0946,0.0056,0,4.58E-03
N46,0.243,0.249,0.0949,0.0057,0,4.58E-03
N47,0.243,0.248,0.0952,0.0057,0,4.58E-03
N48,0.243,0.25,0.098,0.0058,0,4.58E-03
N49,0.243,0.252,0.0949,0.0057,0,4.58E-03
N5,0.243,0.249,0.0981,0.0058,0,4.58E-03
N50,0.243,0.253,0.1022,0.0061,0,4.58E-03
N51,0.243,0.242,0.095,0.0057,0,4.58E-03
N52,0.243,0.238,0.0955,0.0057,0,4.58E-03
N53,0.243,0.257,0.0983,0.0059,0,4.58E-03
N54,0.243,0.246,0.0977,0.0058,0,4.58E-03
N55,0.243,0.257,0.0991,0.0059,0,4.58E-03
N56,0.243,0.245,0.0955,0.0057,0,4.58E-03
N57,0.243,0.248,0.0977,0.0058,0,4.58E-03
N58,0.243,0.241,0.096,0.0057,0,4.58E-03
N59,0.243,0.258,0.1005,0.006,0,4.58E-03
N6,0.243,0.257,0.0971,0.0058,0,4.58E-03
N60,0.243,0.252,0.0991,0.0059,0,4.58E-03
N61,0.243,0.243,0.0977,0.0058,0,4.58E-03
N62,0.243,0.244,0.0967,0.0058,0,4.58E-03
N63,0.243,0.257,0.0962,0.0057,0,4.58E-03
N64,0.243,0.253,0.0974,0.0058,0,4.58E-03
N65,0.243,0.248,0.0958,0.0057,0,4.58E-03
N66,0.243,0.245,0.0937,0.0056,0,4.58E-03
N67,0.243,0.259,0.0999,0.006,0,4.58E-03
N68,0.243,0.25,0.0979,0.0058,0,4.58E-03
N69,0.243,0.253,0.0992,0.0059,0,4.58E-03
N7,0.243,0.248,0.0945,0.0056,0,4.58E-03
N70,0.243,0.243,0.096,0.0057,0,4.58E-03
N71,0.243,0.254,0.1006,0.006,0,4.58E-03
N72,0.243,0.248,0.0974,0.0058,0,4.58E-03
N73,0.243,0.252,0.0972,0.0058,0,4.58E-03
N74,0.243,0.251,0.0978,0.0058,0,4.58E-03
N75,0.243,0.244,0.0957,0.0057,0,4.58E-03
N76,0.243,0.253,0.097,0.0058,0,4.58E-03
N77,0.243,0.254,0.0987,0.0059,0,4.58E-03
N78,0.243,0.241,0.0938,0.0056,0,4.58E-03
N79,0.243,0.246,0.0976,0.0058,0,4.58E-03
N8,0.243,0.245,0.097,0.0058,0,4.58E-03
N80,0.243,0.254,0.097,0.0058,0,4.58E-03
N81,0.243,0.253,0.0976,0.0058,0,4.58E-03
N82,0.243,0.243,0.0959,0.0057,0,4.58E-03
N83,0.243,0.248,0.0977,0.0058,0,4.58E-03
N84,0.243,0.241,0.0954,0.0057,0,4.58E-03
N85,0.243,0.257,0.0985,0.0059,0,4.58E-03
N86,0.243,0.241,0.0999,0.006,0,4.58E-03
N87,0.243,0.234,0.0963,0.0057,0,4.58E-03
N88,0.243,0.258,0.0991,0.0059,0,4.58E-03
