Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
N791,0.243,0.174,0.1514,0.009,0,4.58E-03
N792,0.243,0.297,0.1855,0.0111,0,4.58E-03
N793,0.243,0.205,0.1571,0.0094,0,4.58E-03
N794,0.243,0.245,0.1911,0.0114,0,4.58E-03
N795,0.243,0.761,0.1616,0.0096,0,4.58E-03
N796,1.565,0.313,0.1786,0.0685,0,1.89E-01
N802,0.243,0.497,0.3051,0.0182,0,4.58E-03
N803,0.243,0.504,0.3155,0.0188,0,4.58E-03
N804,0.243,0.498,0.3122,0.0186,0,4.58E-03
N805,0.243,0.565,0.2106,0.0126,0,4.58E-03
N806,0.243,0.35,0.2256,0.0134,0,4.58E-03
N807,0.243,0.157,0.1439,0.0086,0,4.58E-03
N808,0.243,0.246,0.1973,0.0118,0,4.58E-03
N809,0.243,0.251,0.2013,0.012,0,4.58E-03
N81,0.243,0.648,0.1755,0.0105,0,4.58E-03
N810,0.243,0.255,0.2012,0.012,0,4.58E-03
N812,0.243,0.791,0.1532,0.0091,0,4.58E-03
N813,0.243,0.857,0.1261,0.0075,0,4.58E-03
N814,0.243,0.893,0.1064,0.0063,0,4.58E-03
N815,0.863,0.284,0.167,0.0353,0,5.76E-02
N819,0.544,0.298,0.1763,0.0235,0,2.29E-02
N82,0.243,0.143,0.1261,0.0075,0,4.58E-03
N822,0.544,0.312,0.1811,0.0241,0,2.29E-02
N825,0.243,0.493,0.3405,0.0203,0,4.58E-03
N826,0.243,0.565,0.2169,0.0129,0,4.58E-03
N827,0.243,0.559,0.2163,0.0129,0,4.58E-03
N828,0.243,0.555,0.2185,0.013,0,4.58E-03
N83,0.243,0.702,0.1763,0.0105,0,4.58E-03
N830,0.243,0.351,0.2027,0.0121,0,4.58E-03
N831,0.243,0.14,0.1346,0.008,0,4.58E-03
N832,0.243,0.345,0.2043,0.0122,0,4.58E-03
N833,0.243,0.146,0.1371,0.0082,0,4.58E-03
N834,0.243,0.346,0.2103,0.0125,0,4.58E-03
N835,0.243,0.157,0.1439,0.0086,0,4.58E-03
N836,0.243,0.247,0.2121,0.0126,0,4.58E-03
N84,0.243,0.356,0.2036,0.0121,0,4.58E-03
N841,0.243,0.783,0.1494,0.0089,0,4.58E-03
N842,0.243,0.509,0.2961,0.0176,0,4.58E-03
N843,0.243,0.509,0.3047,0.0182,0,4.58E-03
N844,0.243,0.498,0.3193,0.019,0,4.58E-03
N845,0.243,0.567,0.2283,0.0136,0,4.58E-03
N849,0.243,0.71,0.1655,0.0099,0,4.58E-03
N850,0.243,0.751,0.1754,0.0105,1,4.58E-03
N851,0.243,0.254,0.192,0.0114,0,4.58E-03
N852,0.243,0.256,0.197,0.0117,0,4.58E-03
N853,0.243,0.25,0.2014,0.012,0,4.58E-03
N859,0.243,0.558,0.2104,0.0125,0,4.58E-03
N860,0.243,0.56,0.2168,0.0129,0,4.58E-03
N861,0.243,0.565,0.2172,0.0129,0,4.58E-03
N863,0.243,0.644,0.2036,0.0121,1,4.58E-03
N864,0.243,0.746,0.1842,0.011,1,4.58E-03
N865,0.243,0.748,0.1797,0.0107,1,4.58E-03
N866,0.243,0.29,0.1655,0.0099,1,4.58E-03
N874,0.243,0.653,0.2143,0.0128,1,4.58E-03
N878,0.243,0.646,0.2018,0.012,1,4.58E-03
N879,0.243,0.639,0.203,0.0121,1,4.58E-03
N880,0.243,0.641,0.2003,0.0119,1,4.58E-03
N9,0.243,0.245,0.0959,0.0057,0,4.58E-03
N92,0.243,0.347,0.2143,0.0128,0,4.58E-03
N93,0.243,0.354,0.2018,0.012,0,4.58E-03
N94,0.243,0.361,0.203,0.0121,0,4.58E-03
N95,0.243,0.359,0.2003,0.0119,0,4.58E-03
N97,0.243,0.066,0.048,0.0029,0,4.58E-03
N98,0.243,0.067,0.0461,0.0027,0,4.58E-03
N99,0.243,0.063,0.0475,0.0028,0,4.58E-03
op,0.243,0.884,0.0681,0.0041,0,4.58E-03
QA,0.863,0.743,0.03,0.0063,0,5.76E-02
QB,0.863,0.492,0.0298,0.0063,0,5.76E-02
QC,0.544,0.247,0.0301,0.004,0,2.29E-02
QD,0.243,0.007,0.0298,0.0018,0,4.58E-03
